sample,D,extractant,abbreviation,[extracant]_M,org_ligand,[org_ligand]_M,organic_diluent,acid,[acid]_M,T_K,contact_time,contact_time_units,additional_info
Ce(III),0.057,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.5,,,Decalin,HNO3,10.0,298.15,30,s,
Ce(III),0.217,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.5,,,Decalin,HNO3,12.1,298.15,30,s,
Ce(III),5.07,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.5,,,Decalin,HNO3,15.0,298.15,30,s,
Ce(III),0.103,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.4,,,Decalin,HNO3,12.1,298.15,30,s,
Ce(III),0.046,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.3,,,Decalin,HNO3,12.1,298.15,30,s,
Ce(III),0.0129,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.2,,,Decalin,HNO3,12.1,298.15,30,s,
Ce(III),0.284,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.2,,,Decalin,HNO3,15.0,298.15,30,s,
Ce(III),0.00135,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.1,,,Decalin,HNO3,12.1,298.15,30,s,
Ce(III),0.0286,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.1,,,Decalin,HNO3,15.0,298.15,30,s,
Ce(III),0.0117,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.08,,,Decalin,HNO3,15.0,298.15,30,s,
Ce(III),0.0032,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.05,,,Decalin,HNO3,15.0,298.15,30,s,
Ce(III),0.0014,"dioctyl N,N-diethylcarbamylphosphonate",DODECP,0.04,,,Decalin,HNO3,15.0,298.15,30,s,
La,56.2,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.3,,,n-Dodecane,HNO3,5.0,293.15,25,min,
Gd,28.5,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.3,,,n-Dodecane,HNO3,5.0,293.15,25,min,
Am,48.0,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.3,,,n-Dodecane,HNO3,5.0,293.15,25,min,
Cm,33.7,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.3,,,n-Dodecane,HNO3,5.0,293.15,25,min,
La,13.9,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,10.0,n-Dodecane,HNO3,5.0,293.15,25,min,
Gd,0.16,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,10.0,n-Dodecane,HNO3,5.0,293.15,25,min,
Am,4.9,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,10.0,n-Dodecane,HNO3,5.0,293.15,25,min,
Cm,2.0,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,10.0,n-Dodecane,HNO3,5.0,293.15,25,min,
La,17.7,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.3,TEDGA,10.0,n-Dodecane,HNO3,5.0,293.15,25,min,
Gd,0.065,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.3,TEDGA,10.0,n-Dodecane,HNO3,5.0,293.15,25,min,
Am,8.8,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.3,TEDGA,10.0,n-Dodecane,HNO3,5.0,293.15,25,min,
Cm,3.6,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.3,TEDGA,10.0,n-Dodecane,HNO3,5.0,293.15,25,min,
La,28.66,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.001,n-Dodecane,HNO3,5.0,298.15,120,min,
La,27.05,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.002,n-Dodecane,HNO3,5.0,298.15,120,min,
La,18.41,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.005,n-Dodecane,HNO3,5.0,298.15,120,min,
La,13.8,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.01,n-Dodecane,HNO3,5.0,298.15,120,min,
La,6.27,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.02,n-Dodecane,HNO3,5.0,298.15,120,min,
Nd,29.78,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.001,n-Dodecane,HNO3,5.0,298.15,120,min,
Nd,26.53,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.002,n-Dodecane,HNO3,5.0,298.15,120,min,
Nd,13.03,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.005,n-Dodecane,HNO3,5.0,298.15,120,min,
Nd,4.98,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.01,n-Dodecane,HNO3,5.0,298.15,120,min,
Nd,1.22,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.02,n-Dodecane,HNO3,5.0,298.15,120,min,
Sm,19.51,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.001,n-Dodecane,HNO3,5.0,298.15,120,min,
Sm,13.03,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.002,n-Dodecane,HNO3,5.0,298.15,120,min,
Sm,3.08,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.005,n-Dodecane,HNO3,5.0,298.15,120,min,
Sm,0.59,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.01,n-Dodecane,HNO3,5.0,298.15,120,min,
Sm,0.09,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.02,n-Dodecane,HNO3,5.0,298.15,120,min,
Eu,14.62,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.001,n-Dodecane,HNO3,5.0,298.15,120,min,
Eu,8.37,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.002,n-Dodecane,HNO3,5.0,298.15,120,min,
Eu,1.4,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.005,n-Dodecane,HNO3,5.0,298.15,120,min,
Eu,0.26,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.01,n-Dodecane,HNO3,5.0,298.15,120,min,
Eu,0.04,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.02,n-Dodecane,HNO3,5.0,298.15,120,min,
Gd,9.76,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.001,n-Dodecane,HNO3,5.0,298.15,120,min,
Gd,4.7,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.002,n-Dodecane,HNO3,5.0,298.15,120,min,
Gd,0.58,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.005,n-Dodecane,HNO3,5.0,298.15,120,min,
Gd,0.16,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.01,n-Dodecane,HNO3,5.0,298.15,120,min,
Gd,0.03,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.02,n-Dodecane,HNO3,5.0,298.15,120,min,
Am,38.98,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.001,n-Dodecane,HNO3,5.0,298.15,120,min,
Am,34.73,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.002,n-Dodecane,HNO3,5.0,298.15,120,min,
Am,13.03,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.005,n-Dodecane,HNO3,5.0,298.15,120,min,
Am,4.9,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.01,n-Dodecane,HNO3,5.0,298.15,120,min,
Am,0.85,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.02,n-Dodecane,HNO3,5.0,298.15,120,min,
Cm,26.03,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.001,n-Dodecane,HNO3,5.0,298.15,120,min,
Cm,18.06,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.002,n-Dodecane,HNO3,5.0,298.15,120,min,
Cm,6.77,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.005,n-Dodecane,HNO3,5.0,298.15,120,min,
Cm,2.0,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.01,n-Dodecane,HNO3,5.0,298.15,120,min,
Cm,0.34,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.2,TEDGA,0.02,n-Dodecane,HNO3,5.0,298.15,120,min,
Sm,0.5,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.3,TEDGA,0.01,n-Dodecane,HNO3,5.0,298.15,120,min,
Eu,0.18,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.3,TEDGA,0.01,n-Dodecane,HNO3,5.0,298.15,120,min,
Gd,0.15,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.3,TEDGA,0.01,n-Dodecane,HNO3,5.0,298.15,120,min,
Am,8.8,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.3,TEDGA,0.01,n-Dodecane,HNO3,5.0,298.15,120,min,
Cm,3.6,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.3,TEDGA,0.01,n-Dodecane,HNO3,5.0,298.15,120,min,
Sm,51.6,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.3,,,n-Dodecane,HNO3,5.0,298.15,120,min,
Eu,39.1,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.3,,,n-Dodecane,HNO3,5.0,298.15,120,min,
Gd,28.5,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.3,,,n-Dodecane,HNO3,5.0,298.15,120,min,
Am,48.0,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.3,,,n-Dodecane,HNO3,5.0,298.15,120,min,
Cm,33.7,"N,N,N',N'-tetradodecyl-3,6-dioxaoctanediamide",DOODA(C12),0.3,,,n-Dodecane,HNO3,5.0,298.15,120,min,
La,14.33,"N,N,N',N'-tetraoctyl-3,6-dioxaoctanediamide",DOODA(C8),0.2,,,n-Dodecane,HNO3,3.0,298.15,120,min,
Ce,16.39,"N,N,N',N'-tetraoctyl-3,6-dioxaoctanediamide",DOODA(C8),0.2,,,n-Dodecane,HNO3,3.0,298.15,120,min,
Pr,15.67,"N,N,N',N'-tetraoctyl-3,6-dioxaoctanediamide",DOODA(C8),0.2,,,n-Dodecane,HNO3,3.0,298.15,120,min,
Nd,14.33,"N,N,N',N'-tetraoctyl-3,6-dioxaoctanediamide",DOODA(C8),0.2,,,n-Dodecane,HNO3,3.0,298.15,120,min,
Sm,7.99,"N,N,N',N'-tetraoctyl-3,6-dioxaoctanediamide",DOODA(C8),0.2,,,n-Dodecane,HNO3,3.0,298.15,120,min,
Eu,5.33,"N,N,N',N'-tetraoctyl-3,6-dioxaoctanediamide",DOODA(C8),0.2,,,n-Dodecane,HNO3,3.0,298.15,120,min,
Gd,2.91,"N,N,N',N'-tetraoctyl-3,6-dioxaoctanediamide",DOODA(C8),0.2,,,n-Dodecane,HNO3,3.0,298.15,120,min,
Tb,2.54,"N,N,N',N'-tetraoctyl-3,6-dioxaoctanediamide",DOODA(C8),0.2,,,n-Dodecane,HNO3,3.0,298.15,120,min,
Dy,2.08,"N,N,N',N'-tetraoctyl-3,6-dioxaoctanediamide",DOODA(C8),0.2,,,n-Dodecane,HNO3,3.0,298.15,120,min,
Ho,1.7,"N,N,N',N'-tetraoctyl-3,6-dioxaoctanediamide",DOODA(C8),0.2,,,n-Dodecane,HNO3,3.0,298.15,120,min,
Er,1.45,"N,N,N',N'-tetraoctyl-3,6-dioxaoctanediamide",DOODA(C8),0.2,,,n-Dodecane,HNO3,3.0,298.15,120,min,
Tm,1.27,"N,N,N',N'-tetraoctyl-3,6-dioxaoctanediamide",DOODA(C8),0.2,,,n-Dodecane,HNO3,3.0,298.15,120,min,
Yb,1.13,"N,N,N',N'-tetraoctyl-3,6-dioxaoctanediamide",DOODA(C8),0.2,,,n-Dodecane,HNO3,3.0,298.15,120,min,
Lu,0.83,"N,N,N',N'-tetraoctyl-3,6-dioxaoctanediamide",DOODA(C8),0.2,,,n-Dodecane,HNO3,3.0,298.15,120,min,
Sr,4.76,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,1.0,300.15,1,min,DtBuCH18C6 from the Eichrom Industries
Sr,12.2,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,2.0,300.15,1,min,DtBuCH18C6 from the Eichrom Industries
Sr,18.7,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,3.0,300.15,1,min,DtBuCH18C6 from the Eichrom Industries
Sr,26.5,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,5.0,300.15,1,min,DtBuCH18C6 from the Eichrom Industries
Sr,28.7,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,8.0,300.15,1,min,DtBuCH18C6 from the Eichrom Industries
Sr,1.9,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,1.0,300.15,1,min,DtBuCH18C6 from the Parish Chemical Company
Sr,5.79,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,2.0,300.15,1,min,DtBuCH18C6 from the Parish Chemical Company
Sr,7.46,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,3.0,300.15,1,min,DtBuCH18C6 from the Parish Chemical Company
Sr,11.0,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,5.0,300.15,1,min,DtBuCH18C6 from the Parish Chemical Company
Sr,12.2,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,8.0,300.15,1,min,DtBuCH18C6 from the Parish Chemical Company
Sr,19.2,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,3.0,300.15,1,min,DtBuCH18C6 from the Eichrom Industries
Sr,8.56,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,3.0,300.15,1,min,1M NaNO3; DtBuCH18C6 from the Eichrom Industries
Sr,5.44,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,3.0,300.15,1,min,2M NaNO3; DtBuCH18C6 from the Eichrom Industries
Sr,4.78,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,3.0,300.15,1,min,3M NaNO3; DtBuCH18C6 from the Eichrom Industries
Sr,3.14,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,3.0,300.15,1,min,4M NaNO3; DtBuCH18C6 from the Eichrom Industries
Sr,12.6,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,2.0,300.15,1,min,DtBuCH18C6 from the Eichrom Industries
Sr,7.28,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,2.0,300.15,1,min,1M NaNO3; DtBuCH18C6 from the Eichrom Industries
Sr,4.94,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,2.0,300.15,1,min,2M NaNO3; DtBuCH18C6 from the Eichrom Industries
Sr,3.94,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,2.0,300.15,1,min,3M NaNO3; DtBuCH18C6 from the Eichrom Industries
Sr,4.2,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,1.0,300.15,1,min,DtBuCH18C6 from the Eichrom Industries
Sr,4.78,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,1.0,300.15,1,min,1M NaNO3; DtBuCH18C6 from the Eichrom Industries
Sr,3.46,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,1.0,300.15,1,min,2M NaNO3; DtBuCH18C6 from the Eichrom Industries
Sr,3.14,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,1.0,300.15,1,min,3M NaNO3; DtBuCH18C6 from the Eichrom Industries
Sr,0.0052,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,deionized water; DtBuCH18C6 from the Eichrom Industries
Sr,2.2,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,deionized water; 1M NaNO3; DtBuCH18C6 from the Eichrom Industries
Sr,3.04,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,deionized water; 2M NaNO3; DtBuCH18C6 from the Eichrom Industries
Sr,2.95,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,deionized water; 3M NaNO3; DtBuCH18C6 from the Eichrom Industries
Sr,3.04,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,deionized water; 5M NaNO3; DtBuCH18C6 from the Eichrom Industries
Sr,18.8,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,3.0,300.15,1,min,DtBuCH18C6 from the Eichrom Industries
Sr,29.7,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,3.0,300.15,1,min,1M LiNO3; DtBuCH18C6 from the Eichrom Industries
Sr,32.8,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,3.0,300.15,1,min,2M LiNO3; DtBuCH18C6 from the Eichrom Industries
Sr,27.8,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,3.0,300.15,1,min,3M LiNO3; DtBuCH18C6 from the Eichrom Industries
Sr,35.0,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,3.0,300.15,1,min,4M LiNO3; DtBuCH18C6 from the Eichrom Industries
Sr,13.1,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,2.0,300.15,1,min,DtBuCH18C6 from the Eichrom Industries
Sr,22.9,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,2.0,300.15,1,min,1M LiNO3; DtBuCH18C6 from the Eichrom Industries
Sr,32.8,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,2.0,300.15,1,min,2M LiNO3; DtBuCH18C6 from the Eichrom Industries
Sr,5.96,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,1.0,300.15,1,min,DtBuCH18C6 from the Eichrom Industries
Sr,14.4,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,1.0,300.15,1,min,1M LiNO3; DtBuCH18C6 from the Eichrom Industries
Sr,24.4,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,1.0,300.15,1,min,2M LiNO3; DtBuCH18C6 from the Eichrom Industries
Sr,33.9,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,1.0,300.15,1,min,3M LiNO3; DtBuCH18C6 from the Eichrom Industries
Sr,0.00483,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,deionized water; DtBuCH18C6 from the Eichrom Industries
Sr,5.96,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,deionized water; 1M LiNO3; DtBuCH18C6 from the Eichrom Industries
Sr,19.4,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,deionized water; 2M LiNO3; DtBuCH18C6 from the Eichrom Industries
Sr,38.6,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,deionized water; 3M LiNO3; DtBuCH18C6 from the Eichrom Industries
Sr,51.9,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,deionized water; 5M LiNO3; DtBuCH18C6 from the Eichrom Industries
Sr,0.00504,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,0.01M ZrO(NO3)2; DtBuCH18C6 from the Eichrom Industries
Sr,0.316,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,0.1M ZrO(NO3)2; DtBuCH18C6 from the Eichrom Industries
Sr,3.14,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,0.57M ZrO(NO3)2; DtBuCH18C6 from the Eichrom Industries
Sr,10.4,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,1M ZrO(NO3)2; DtBuCH18C6 from the Eichrom Industries
Sr,20.5,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,1.74M ZrO(NO3)2; DtBuCH18C6 from the Eichrom Industries
Sr,52.4,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,2.32M ZrO(NO3)2; DtBuCH18C6 from the Eichrom Industries
Sr,7.05,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,2.32M Ca(NO3)2; DtBuCH18C6 from the Eichrom Industries
Sr,5.27,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,3.49M Ca(NO3)2; DtBuCH18C6 from the Eichrom Industries
Sr,4.94,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,4.66M Ca(NO3)2; DtBuCH18C6 from the Eichrom Industries
Sr,3.46,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,5.83M Ca(NO3)2; DtBuCH18C6 from the Eichrom Industries
Sr,0.0787,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,0.1M KNO3; DtBuCH18C6 from the Eichrom Industries
Sr,0.136,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,0.220.1M KNO3; DtBuCH18C6 from the Eichrom Industries
Sr,0.208,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,1M KNO3; DtBuCH18C6 from the Eichrom Industries
Sr,0.15,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,2.29M KNO3; DtBuCH18C6 from the Eichrom Industries
Sr,0.12,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,,,300.15,1,min,3.44M KNO3; DtBuCH18C6 from the Eichrom Industries
Sr,0.00508,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,0.01,300.15,1,min,
Sr,0.219,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,0.1,300.15,1,min,
Sr,6.49,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,1.0,300.15,1,min,
Sr,13.0,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,2.0,300.15,1,min,
Sr,18.2,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,3.0,300.15,1,min,
Sr,31.7,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,5.0,300.15,1,min,
Sr,35.0,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.15,,,1-octanol,HNO3,8.0,300.15,1,min,
Sr,0.045,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.1,,,Dodecane,HNO3,3.0,298.15,1,min,
Sr,2.2,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.1,,,Octanoic acid,HNO3,3.0,298.15,1,min,
Sr,3.4,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.1,,,2-Octanone,HNO3,3.0,298.15,1,min,
Sr,6.5,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.1,,,n-Octanol,HNO3,3.0,298.15,1,min,
Sr,5.9,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.1,,,n-Decanol,HNO3,3.0,298.15,1,min,
Sr,0.018,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.001,,,n-Octanol,HNO3,1.0,298.15,1,min,
Sr,0.075,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.005,,,n-Octanol,HNO3,1.0,298.15,1,min,
Sr,0.15,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.01,,,n-Octanol,HNO3,1.0,298.15,1,min,
Sr,0.9,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.05,,,n-Octanol,HNO3,1.0,298.15,1,min,
Sr,2.0,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.1,,,n-Octanol,HNO3,1.0,298.15,1,min,
Sr,4.0,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.2,,,n-Octanol,HNO3,1.0,298.15,1,min,
Sr,6.0,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.3,,,n-Octanol,HNO3,1.0,298.15,1,min,
Sr,11.0,di-t-butylcyclohexano-18-crown-6,DtBuCH18C6,0.5,,,n-Octanol,HNO3,1.0,298.15,1,min,
